Kundennummer;AccountErstellung;Alter;Geschlecht;PLZ;MonatlicherUmsatz;Rabatt;Aktivitätsindex;ErsterFilm;ZweiterFilm;DritterFilm;Vierter Film;FuenfterFilm;SechsterFilm;SiebterFilm;AchterFilm
45103299;15.03.2023;35;weiblich;70174;5;0;0,287724834;Transformers;Kung Fu Panda;;;Star Wars II;;;
45103300;16.03.2023;36;weiblich;70176;7;0;0,13956626;Transformers;Kung Fu Panda;Star Trek;;Star Wars II;;;
45103301;17.03.2023;33;männlich;70174;15;0;0,906361975;Transformers;Kung Fu Panda;;;;;;
45103302;18.03.2023;34;männlich;70173;15;0;0,637021329;Transformers;Kung Fu Panda;;;;;;
45103303;19.03.2023;18;männlich;70173;15;0;0,985315346;Kung Fu Panda;Transformers;james bond casino royale;Star Wars I;Star Wars II;fluch der karibik ;;
45103304;20.03.2023;19;männlich;70174;15;0;0,518217239;Kung Fu Panda;Transformers;james bond casino royale;Star Wars I;Star Wars II;fluch der karibik ;;
45103305;21.03.2023;20;männlich;70173;15;0;0,875319784;Kung Fu Panda;Transformers;james bond casino royale;Star Wars I;Star Wars II;fluch der karibik ;;
45103306;22.03.2023;25;männlich;70174;15;0;0,821704303;Kung Fu Panda;Transformers;james bond casino royale;Star Wars I;;;;
45103307;23.03.2023;21;männlich;70176;10;0;0,15911166;Kung Fu Panda;Transformers;james bond casino royale;Star Wars I;;;;
45103308;24.03.2023;26;männlich;70176;10;0;0,378161855;Kung Fu Panda;Transformers;james bond casino royale;;Schaun das Schaf;;;
45103309;25.03.2023;20;weiblich;70174;10;0;0,57405712;Kung Fu Panda;Transformers;;;;;;
45103310;26.03.2023;22;weiblich;70176;15;0;0,064297965;Transformers;Kung Fu Panda;;;;;;
45103311;27.03.2023;32;männlich;70176;15;0;0,501420485;Transformers;Kung Fu Panda;;;Star Wars II;;;
45103312;28.03.2023;35;weiblich;70174;5;0;0,893226011;Transformers;Kung Fu Panda;;;;;;
45103313;29.03.2023;36;weiblich;70176;7;0;0,192341395;Transformers;Kung Fu Panda;;;;;;
45103314;30.03.2023;33;männlich;70174;15;0;0,016147362;Transformers;Kung Fu Panda;;;;;;
45103315;31.03.2023;34;männlich;70173;15;0;0,092361709;Transformers;Kung Fu Panda;;;;;;
45103316;01.04.2023;18;männlich;70173;15;0;0,303575276;Transformers;Kung Fu Panda;;;;;;
45103317;02.04.2023;19;männlich;70174;15;0;0,918160961;Transformers;Kung Fu Panda;;;;;;
45103318;03.04.2023;20;männlich;70173;15;0;0,055244136;Kung Fu Panda;;;;Star Wars II;;;
45103319;04.04.2023;25;männlich;70174;15;0;0,055259845;Kung Fu Panda;;;;Star Wars II;;;
45103320;05.04.2023;21;männlich;70176;10;0;0,651485627;Kung Fu Panda;;;;Star Wars II;;;
45103321;06.04.2023;26;männlich;70176;10;0;0,775744087;Kung Fu Panda;;;;;;;
45103322;07.04.2023;20;weiblich;70174;10;0;0,260500433;Star Trek;;;;;;;
45103323;08.04.2023;22;weiblich;70176;15;0;0,297184048;Kung Fu Panda;;;;;;;
45103324;09.04.2023;32;männlich;70176;15;0;0,875887695;Transformers;Kung Fu Panda;;;;;;
45103325;10.04.2023;35;weiblich;70174;5;0;0,943226678;Transformers;Kung Fu Panda;;;;;;
45103326;11.04.2023;36;weiblich;70176;7;0;0,014810435;Kung Fu Panda;Transformers;;;;;;
45103327;12.04.2023;33;männlich;70174;15;0;0,439794486;Kung Fu Panda;Transformers;james bond casino royale;;;;;
45103328;13.04.2023;34;männlich;70173;15;0;0,270125613;Kung Fu Panda;Transformers;james bond casino royale;;;;;
45103329;14.04.2023;18;männlich;70173;15;0;0,581096139;Kung Fu Panda;Transformers;james bond casino royale;;;;;
45103330;15.04.2023;19;männlich;70174;15;0;0,757420992;Kung Fu Panda;Transformers;james bond casino royale;;Star Wars II;fluch der karibik ;;
45103331;16.04.2023;20;männlich;70173;15;0;0,342716493;Kung Fu Panda;Transformers;james bond casino royale;;Star Wars II;mandalorian ;fluch der karibik ;
45103332;17.04.2023;25;männlich;70174;15;0;0,838882467;Transformers;Kung Fu Panda;;;Star Wars II;;;
45103333;18.04.2023;21;männlich;70176;10;0;0,072753096;Transformers;Kung Fu Panda;;;;;;
45103334;19.04.2023;26;männlich;70176;10;0;0,095982008;Transformers;Kung Fu Panda;;;;;;
45103335;20.04.2023;20;weiblich;70174;10;0;0,508113961;Transformers;Kung Fu Panda;;;Star Wars II;;;
45103336;21.04.2023;22;weiblich;70176;15;0;0,742310709;Transformers;Kung Fu Panda;;;Star Wars II;;;
45103337;22.04.2023;32;männlich;70176;15;0;0,332433356;Transformers;Kung Fu Panda;;;Star Wars II;;;
45103338;23.04.2023;35;weiblich;70174;5;0;0,152126351;Transformers;Kung Fu Panda;Star Trek;;;;;
45103339;24.04.2023;36;weiblich;70176;7;0;0,426044809;Transformers;Kung Fu Panda;;;;;;
45103340;25.04.2023;33;männlich;70174;15;0;0,523583291;Kung Fu Panda;;;;;;;
45103341;26.04.2023;34;männlich;70173;15;0;0,186269094;Kung Fu Panda;;;;;;;
45103342;27.04.2023;18;männlich;70173;15;0;0,169894469;Kung Fu Panda;;;;;;;
45103343;28.04.2023;19;männlich;70174;15;0;0,948994012;Transformers;Kung Fu Panda;;;Star Wars II;;;
45103344;29.04.2023;20;männlich;70173;15;0;0,311291696;Transformers;Kung Fu Panda;;;;;;
45103345;30.04.2023;25;männlich;70174;15;0;0,323550107;Kung Fu Panda;Transformers;james bond casino royale;;;;;
45103346;01.05.2023;21;männlich;70176;10;0;0,597962958;Kung Fu Panda;Transformers;;;;;;
45103347;02.05.2023;26;männlich;70176;10;0;0,873423656;Kung Fu Panda;Transformers;fluch der karibik ;;;;;
45103348;03.05.2023;20;weiblich;70174;10;0;0,121538254;Kung Fu Panda;Transformers;;;;;;
45103349;04.05.2023;22;weiblich;70176;15;0;0,333228801;Star Trek;Transformers;;;;;;
45103350;05.05.2023;32;männlich;70176;15;0;0,970489667;Kung Fu Panda;Transformers;fluch der karibik ;;;;;
45103351;06.05.2023;35;weiblich;70174;5;0;0,291511315;Kung Fu Panda;Transformers;;;Star Wars II;;;
45103352;07.05.2023;36;weiblich;70176;7;0;0,846324786;Transformers;Kung Fu Panda;;;Star Wars II;;;
45103353;08.05.2023;33;männlich;70174;15;0;0,058442847;Transformers;Kung Fu Panda;;;;;;
45103354;09.05.2023;34;männlich;70173;15;0;0,77377647;Transformers;Kung Fu Panda;;;;;;
45103355;10.05.2023;18;männlich;70173;15;0;0,963331538;Transformers;Kung Fu Panda;;;;;;
45103356;11.05.2023;19;männlich;70174;15;0;0,799725913;Transformers;Kung Fu Panda;;;;;;
45103357;12.05.2023;20;männlich;70173;15;0;0,316688375;Transformers;Kung Fu Panda;;;;;;
45103358;13.05.2023;25;männlich;70174;15;0;0,449804916;Transformers;Kung Fu Panda;;;;;;
45103359;14.05.2023;21;männlich;70176;10;0;0,500044099;Transformers;Kung Fu Panda;;;;;;
45103360;15.05.2023;26;männlich;70176;10;0;0,593983063;Kung Fu Panda;;;;;;;
45103361;16.05.2023;20;weiblich;70174;10;0;0,738454642;Kung Fu Panda;;;;;;;
45103362;17.05.2023;22;weiblich;70176;15;0;0,199892371;Kung Fu Panda;;;;;;;
45103363;18.05.2023;32;männlich;70176;15;0;0,776042416;Transformers;Kung Fu Panda;;;;;;
45103364;19.05.2023;35;weiblich;70174;5;0;0,483971276;Kung Fu Panda;Transformers;Star Trek;;;;;
45103365;20.05.2023;36;weiblich;70176;7;0;0,665724078;Kung Fu Panda;Transformers;;;;;;
45103366;21.05.2023;33;männlich;70174;15;0;0,391154179;Kung Fu Panda;Transformers;;;;;;
45103367;22.05.2023;34;männlich;70173;15;0;0,137717157;Kung Fu Panda;Transformers;fluch der karibik ;;;;;
45103368;23.05.2023;18;männlich;70173;15;0;0,353162838;Kung Fu Panda;Transformers;Schaun das Schaf;;;;;
45103369;24.05.2023;19;männlich;70174;15;0;0,317287378;Kung Fu Panda;Transformers;;;;;;
45103370;25.05.2023;20;männlich;70173;15;0;0,794031402;Transformers;Kung Fu Panda;;;;;;
45103371;26.05.2023;25;männlich;70174;15;0;0,670191704;Transformers;Kung Fu Panda;;;;;;
45103372;27.05.2023;21;männlich;70176;10;0;0,4109138;Transformers;Kung Fu Panda;;;;;;
45103373;28.05.2023;26;männlich;70176;10;0;0,775449109;Transformers;Kung Fu Panda;;;;;;
45103374;29.05.2023;20;weiblich;70174;10;0;0,55396305;Transformers;Kung Fu Panda;Valentinstag;Titanic;Bridget Jones – Schokolade zum Frühstück;Sissi;Emily in Paris;
45103375;30.05.2023;22;weiblich;70176;15;0;0,383685334;Transformers;Kung Fu Panda;Valentinstag;Titanic;;;;
45103376;31.05.2023;32;männlich;70176;15;0;0,194225464;Transformers;Kung Fu Panda;;;;;;
45103377;01.06.2023;35;weiblich;70174;5;0;0,27577399;Transformers;Kung Fu Panda;;;;;;
45103378;02.06.2023;36;weiblich;70176;7;0;0,762546899;Kung Fu Panda;bridgerton;;;;;;
45102660;08.05.2023;22;männlich;70176;5;0;0,48102797;Kung Fu Panda;;;;;;;
45102661;09.05.2023;24;männlich;70173;5;0;0,409485418;Kung Fu Panda;;;;;;;
45102662;10.05.2023;21;weiblich;70174;10;0;0,694797118;The Batman;Känguru-Chroniken;;;;;;
45102663;11.05.2023;20;männlich;70176;5;0;0,854213465;The Batman;Känguru-Chroniken;james bond casino royale;;Star Wars II;;;
45102664;12.05.2023;22;männlich;70176;5;0;0,846103864;Star Trek;Känguru-Chroniken;james bond casino royale;;Star Wars II;;;
45102665;13.05.2023;24;männlich;70173;5;0;0,231495017;Star Trek;Känguru-Chroniken;james bond casino royale;;Star Wars II;mandalorian ;fluch der karibik ;
45102666;14.05.2023;21;weiblich;70174;10;0;0,036036104;Känguru-Chroniken;Keinohrhasen ;Tatsächlich... Liebe;;Emily in Paris;;;
45102667;15.05.2023;18;männlich;70173;15;0;0,549969353;Star Trek;Känguru-Chroniken;james bond casino royale;;Star Wars II;mandalorian ;fluch der karibik ;
45102668;16.05.2023;19;männlich;70174;15;0;0,878728246;Star Trek;Känguru-Chroniken;james bond casino royale;;Star Wars II;mandalorian ;fluch der karibik ;
